,url,title,description,cat1,cat2,cat3
130,https://www.tourismevalenciennes.fr/agenda/cabaret-de-curiosites-chocho-canelle-4373276,Cabaret de curiosités : Chocho Cannelle - Valenciennes,"Concert jazz à l'Avant-Scène ""Chocho Cannelle""
de Arthur Guyard, Léo Danais, Camille Heim, Timothé Renard

Du 13 et 15 mars 2024 au phénix (dès 14 ans)

Dans un espace aux allures de studio de radio bricolé, trois boulimiques de sons et d’histoires se démènent pour rendre compte, sur les ondes, des bruits quotidiens du monde.

Pour leurs émissions, les trois comparses de la bien‑nommée France Anodine n’hésitent pas à donner de leur personne avec des moments de maladresse élégante, des onomatopées qu’on prendra pour de la poésie sonore, un appel à un·e auditeurice pour faire entendre la beauté nichée dans les récits les plus ordinaires. Ils mettent en avant ce qui pourrait sembler sans importance et qui constitue pourtant les petits plaisirs de la vie. D’un banal sujet météo à un reportage de quartier. Une déclaration d’amour jubilatoire à la forme radiophonique.",Concert,,
261,https://www.tourismevalenciennes.fr/agenda/cabaret-de-curiosites-france-anodine-4373274,Cabaret de curiosités : France Anodine - Valenciennes,"Dans le cadre du cabaret de curiosités 2024

Spectacle de théâtre ""France Anodine""
de Juliette Chaigneau, Dominique Gilliot, Antoine Pesle

Du 13 et 15 mars 2024 (dès 14 ans)

Dans un espace aux allures de studio de radio bricolé, trois boulimiques de sons et d’histoires se démènent pour rendre compte, sur les ondes, des bruits quotidiens du monde.

Pour leurs émissions, les trois comparses de la bien‑nommée France Anodine n’hésitent pas à donner de leur personne avec des moments de maladresse élégante, des onomatopées qu’on prendra pour de la poésie sonore, un appel à un·e auditeurice pour faire entendre la beauté nichée dans les récits les plus ordinaires. Ils mettent en avant ce qui pourrait sembler sans importance et qui constitue pourtant les petits plaisirs de la vie. D’un banal sujet météo à un reportage de quartier. Une déclaration d’amour jubilatoire à la forme radiophonique.",Spectacle,Théatre,
131,https://www.tourismevalenciennes.fr/agenda/cabaret-de-curiosites-best-cantate-4373271,Cabaret de curiosités : Best Cantate - Valenciennes,"Dans le cadre du cabaret de curiosités 2024

Spectacle de danse ""Best Cantate""
De Juliette Chevalier et La Drache

Du 13 au 15 mars 2024 au phénix (dès 8 ans)

Dans une effervescence de sequins, paillettes et danses galvanisantes, la première création de Juliette Chevalier réconcilie pensée queer et folkore ch’ti pour un carnaval jouissif.

Lorsque le confinement est décrété en mars 2020, Juliette Chevalier revient tout juste du carnaval de Dunkerque, connu pour ses hymnes contagieux, ses cortèges grimés de couleurs et la chaleur de son ambiance. En hommage à cette tradition populaire, rendue d’autant plus nécessaire par l’expérience des assignations à résidence, la chorégraphe invite huit danseur·euses à impulser une fête aussi queer que païenne. Se mêlent voguing, cirque et farandole dans une osmose des corps pour le moins salvatrice.",Spectacle,Théatre,Famille
263,https://www.tourismevalenciennes.fr/agenda/cabaret-de-curiosites-noue-4373269,Cabaret de curiosités : Noue - Valenciennes,"Dans le cadre du cabaret de curiosités 2024

Spectacle de théâtre ""Noue""
avec Carine Goron et le Club⸱e Sensible

Du 13 au 15 mars 2024 (dès 15 ans) au phénix

Des femmes qui parlent ensemble. En amies. À contre-courant des logiques de rivalité misogynes, Carine Goron compose une ode à la sororité au fil d’entretiens de terrain.

Dans le jargon paysan, la noue désigne les bras de rivière secondaires qui vont et viennent en fonction des crues et des inondations. Dans le sillon de la philosophe Marielle Macé, Carine Goron en fait un accord au féminin pluriel. Avec la sobriété de son dispositif circulaire, où la parole brute tient le rôle principale, Noue offre un écrin privilégié aux témoignages de femmes d’âges et d’horizons différents, venues nous partager leurs expériences de solidarité entre sujets assignés au genre féminin.",Spectacle,Théatre,
132,https://www.tourismevalenciennes.fr/agenda/solar-4358359,Solar - Aulnoy-lez-Valenciennes,"SOLAR

Dimanche 17 mars 2024 à 17h - Espace culturel Les Nymphéas 

Tarifs : 8€/4€/0€ / Durée : 1h15 / A partir de 10 ans",Spectacle,Famille,
265,https://www.tourismevalenciennes.fr/agenda/grand-jete-4373277,Grand jeté - Valenciennes,"Spectacle de danse ""Grand jeté""
de Silvia Gribaudi, MM Contemporary Dance Company

Le vendredi 22 mars 2024 à 20h au phénix

Silvia Gribaudi s’intéresse au pas le plus virtuose et impressionnant du ballet classique, sublimé par dix magnifiques interprètes riches de leurs différences. Une pièce où la notion de « grand final » devient symbole de notre connexion à la mort et la renaissance.

Le « grand jeté » est une figure consistant à sauter en l’air en faisant le grand écart : un moment en suspension, comme une tentative d’échapper à la gravité et de toucher le ciel. Silvia Gribaudi explore la signification métaphorique de ce pas virtuose dans la vie quotidienne, le transformant en possibilité symbolique de se dresser contre l’irréversible. Un jeu chorégraphique qui investigue la manière dont nous nous confrontons à l’échec et parvenons à rebondir.",Spectacle,Danse,
133,https://www.tourismevalenciennes.fr/agenda/la-totomobile-entre-en-scene-4363493,La Totomobile entre en scène - Anzin,"LA TOTOMOBILE ENTRE EN SCENE AVEC REMI !

23 MARS 2024 - 10H à la Cité des Congrès Valenciennes

Tournée anniversaire : les 30 ans de carrière de REMI !

Voici le tout nouveau spectacle de Rémi, LE concert de chansons et comptines à mimer, pour les enfants de 7 mois à 7 ans !

Un spectacle musical convivial, familial et participatif, pour (re)découvrir ensemble les plus belles comptines traditionnelles gestuelles et de nouvelles chansons, accompagnés par la célèbre totomobile du Pays des Comptines, qui parle, s'illumine et chante avec Rémi et le public ; le grand cerf, le petit escargot ou encore les crocodiles sur les bords du Nil... mais aussi une caverne remplie de trésors, un voyage autour du monde, une danse chez les cows-boys... Rémi sera au volant de la Totomobile pour un voyage magique au Pays des Comptines !

Idéal pour un premier spectacle avec les tout-petits ; idéal pour les enfants qui aiment bouger, chanter, danser, écouter de la musique ; idéal pour les parents, assistantes maternelles, crèches... qui souhaitent partager un joyeux moment de complicité avec les enfants... bref, un spectacle spécial bonne humeur pour tout le monde !

Chanteur pour les enfants depuis ses 23 ans, Rémi fête ses 30 ans de carrière ! Avec un disque de platine et deux disques d'or à son actif, Rémi est l'artiste incontournable pour les petits. A l'affiche à la Comédie Bastille à Paris depuis 10 ans, Rémi se produit aussi partout en France et dans la francophonie.

A savoir : le spectacle est en configuration assise. Les places sont payantes pour les enfants à partir de 8 mois. Pour les plus jeunes bébés, de la naissance à 7 mois, sont bien sûr les bienvenus (réservez un billet gratuit, un justificatif vous sera demandé à l'entrée).

Lien vers la billeterie : https://www.billetweb.fr/remi-la-totomobile-entre-en-scene-valenciennes1",Concert,Famille,
267,https://www.tourismevalenciennes.fr/agenda/le-bal-des-couillons-4363494,Le bal des couillons - Anzin,"LE BAL DES COUILLONS
 
23 MARS 2024 - 20H00
Salle Watteau - La Cité des Congrès Valenciennes
 
Un avocat très parisien coincé dans une ferme de la France profonde avec un paysan bourru. Mais le paysan est fantasque et sa ferme est hantée !

Marcel Troupeau, paysan très rustique, vit dans une ferme hantée par sa femme Germaine. Il adore la gnôle à 90°, faire des manifs, et ne connaît pas le savon...

Paul-Henry Semance, avocat hautain, vient d'acquérir la ferme voisine dans le but de la transformer en cottage pour l'été. Quelques poules saccageuses vont être le départ d'une des pires journées de Maitre Semance...

Point d'impact : Crénon-les-tablettes, France très très très profonde !

Le lien vers la billeterie : https://www.coeurdescene.fr/sortir-le-bal-des-couillons-anzin-theatre-comedie,evenement-10566",Spectacle,Théatre,
134,https://www.tourismevalenciennes.fr/tourisme-d-affaires-agenda/club-amour-cafe-muller-aatt-enen-tionon-le-duo-de-herse-4373280,Club Amour (Café Müller + Aatt enen tionon + le duo de herse) - Valenciennes,"Spectacle de danse ""Club Amour""
(Café Müller + Aatt enen tionon + le duo de herse)
de Pina Bausch, de Boris Charmatz, Tanztheater Wuppertal Terrain




La danse est partout, y compris et surtout entre deux corps en train de tomber amoureux. Entremêlant son répertoire à celui de Pina Bausch avec Club Amour, Boris Charmatz ajoute de nouveaux gestes au langage de la passion et convie les spectateurs à une soirée agitée, composée de trois pièces dont l’amour, les amours, le désir, les désirs, forment le coeur.

La passion ne s’annonce pas : elle surgit, imprévisible et brutale. Dans le mythique et sublime Café Müller (1978) de Pina Bausch, les êtres se cherchent désespérément, tentent de s’étreindre, mais toujours vainement, emprisonnés dans leurs solitudes. Aatt enen tionon, toute première pièce signée par Boris Charmatz en 1996, est une superposition vertigineuse de corps dansants, séparés, et pourtant ensemble. D’une autre intensité encore est la chorégraphie en duo de herses (1997), où les peaux ne se quittent jamais, en complète nudité.

Pôle européen de création

collège européen

En coréalisation avec le Gymnase CDCN Roubaix",Spectacle,Danse,
269,https://www.tourismevalenciennes.fr/agenda/celtic-legends-tour-2024-4363496,Celtic Legends Tour 2024 - Anzin,"CELTIC LEGENDS TOUR 2024

LE VENDREDI 29 MARS 2024 À 20H00
Salle Watteau de la Cité des congrès Valenciennes
 
Après le succès triomphal de ses tournées françaises en 2019 et 2023, CELTIC LEGENDS sera de retour en 2024 avec un nouveau spectacle et une nouvelle troupe de danseurs qui vous invitera à partager l’histoire du peuple de l’île d’Emeraude. Un tout nouveau programme musical appuyé par de nouvelles chorégraphies pour un tout nouveau show !",Spectacle,Danse,Concert
135,https://www.tourismevalenciennes.fr/agenda/artemisia-4373283,Artemisia - Valenciennes,"Concert baroque à l'Avant-Scène ""Artemisia""
de Caroline Arnaud et Etienne Galletier

Samedi 30 mars 2024 à 19h au phénix 

Dans l’Italie baroque de Caravage, Galilée et Monteverdi, la peintre Artemisia Gentileschi (1593-1653) se raconte en musique à travers les grandes compositrices qui furent ses contemporaines.

Ce génie de la peinture, elle-même chanteuse et luthiste, courtisée par les plus grands d’Europe, icône artistique et politique de son temps, a su progressivement gagner son indépendance face à une société patriarcale violente, dans laquelle une femme artiste ne peut exister sans tutelle masculine.

Conjuguons l’art au féminin ! Au son du théorbe, écoutons les confidences d’Artemisia à travers les musiques des sœurs Caccini, de Barbara Strozzi, Francesca Campana, Lucrezia Vizana…",Spectacle,Théatre,Concert
271,https://www.tourismevalenciennes.fr/agenda/salon-des-artistes-amateurs-aulnesiens-4358362,Salon des artistes amateurs aulnésiens - Aulnoy-lez-Valenciennes,"SALON DES ARTISTES AMATEURS AULNESIENS

Du 29 mars au 4 avril 2024 - Espace culturel Les Nymphéas 

Gratuit / Tout public",Exposition,Art,
136,https://www.tourismevalenciennes.fr/agenda/vincent-dedienne-4338539,Vincent Dedienne - Anzin,"Le Théâtre d'Anzin by Valenciennes Métropole vous propose Vincent Dedienne le 13 avril 2024 à Le Phénix scène nationale Valenciennes pôle européen de création

C'est un spectacle qui ressemble à la Louisiane, à l’Italie…

Il y a des personnages dedans, des jeunes, des vieux, des gentils-comme-tout, des cinglés, des optimistes et des foutus. Des héros et des ordures… Des gens. Tous différents et tous réunis pour Un soir de gala. Leur point commun, c’est que c’est moi qui les joue. A capella.

Après avoir fait le tour de mon nombril dans mon précédent spectacle, j’ai décidé de tourner un peu autour des vôtres… si ça chatouille, tant mieux.""
Vincent.

P.S : En revanche, il n’y a pas de linge étendu sur la terrasse, et c’est dommage.

Informations pratiques :
13 avril 2024
20h00
Proposition Hors les Murs du Théâtre d'Anzin
le phénix valenciennes
30€ / 34€",Spectacle,Théatre,
273,https://www.tourismevalenciennes.fr/agenda/les-trois-mousquetaires-4358365,Les Trois Mousquetaires - Aulnoy-lez-Valenciennes,"LES TROIS MOUSQUETAIRES

vendredi 19 avril 2024 à 20h - Espace culturel Les Nymphéas 

Tarifs : 8€/4€/0€ / Durée : 1h45 / A partir de 9 ans",Spectacle,Culture,Famille
137,https://www.tourismevalenciennes.fr/agenda/vole-eddie-vole-4358366,Vole Eddie Vole - Aulnoy-lez-Valenciennes,"VOLE EDDIE VOLE

Mercredi 24 avril 2024 à 15h - Espace culturel Les Nymphéas 

Tarif unique : 3€ / Durée : 1h15 / A partir de 7 ans",Spectacle,Culture,Famille
